Gender,Percent_SSC,Percent_HSC,Percent_Degree,Experience_Yrs,S-TEST,Percentile_ET,S-TEST*SCORE,Percent_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA
0,1.291283287,1.420683117,0.914215418,-0.739084236,0.4632223,0.431353061,0.431353061,1.710618881,1.204471267,1.084184913,-0.072012435
0,-2.433779041,-1.671247068,-3.082680936,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.000731747,0.178904436,-0.345509478,0.454907819
1,-0.36479756,-1.028181206,1.263670837,-0.739084236,0.4632223,1.277856526,1.277856526,-1.786331837,-0.846662395,-2.633020502,-1.547389145
1,-0.848455569,0.379611627,0.848692527,0.719634651,0.4632223,1.010709045,1.010709045,-0.954541205,-0.276903044,-0.488478917,-0.704316739
0,0.892713262,2.204528262,0.739487708,0.719634651,0.4632223,1.268200593,1.268200593,0.938854377,1.090519397,0.083398839,-0.177396485
1,0.405472602,0.118909251,0.521078071,0.719634651,0.4632223,0.173861512,0.173861512,-0.757312499,-1.188518005,-0.202540039,-1.442005094
1,-0.221491484,0.058078696,0.302668435,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.311404119,-0.618758655,-1.346295551,-0.177396485
1,-1.421679875,-0.332974869,0.324509398,-0.739084236,0.4632223,0.955026497,0.955026497,0.950859603,-0.960614265,0.226368278,0.665675921
1,-0.490190377,1.509321925,0.739487708,-0.739084236,-2.158790717,-1.757325101,-1.757325101,1.750064622,2.116086227,0.655276596,0.138755667
1,1.623574252,0.032008458,-0.78937975,0.719634651,0.4632223,-1.757325101,-1.757325101,1.233839921,1.204471267,1.084184913,-0.493548638
0,0.315906304,0.90101638,0.739487708,2.178353538,0.4632223,0.431353061,0.431353061,0.415769547,0.292856306,1.51309323,1.297980225
1,-0.579756675,0.987917172,0.521078071,0.719634651,-2.158790717,-1.757325101,-1.757325101,-1.038577784,-0.846662395,0.941215474,-1.336621044
1,-0.669322973,-0.107032809,-1.663018297,0.719634651,0.4632223,0.38629204,0.38629204,-0.841349078,-0.960614265,0.369337718,0.454907819
1,0.495038899,0.987917172,-0.352560476,-0.739084236,0.4632223,0.721031053,0.721031053,-1.777756676,-0.048999304,-1.775203868,-1.336621044
0,1.480268176,1.509321925,2.071786493,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.899408636,0.862615657,-0.0595706,1.192596174
1,0.423385861,1.822164777,1.312813005,0.719634651,0.4632223,0.663095454,0.663095454,0.755345928,0.634711916,0.798246035,-1.020468891
1,1.748967069,0.466512419,-0.243355658,2.178353538,0.4632223,0.656658165,0.656658165,1.823811008,2.571893708,-0.917387234,0.138755667
1,-0.579756675,0.292710835,0.084258798,-0.739084236,0.4632223,0.753217496,0.753217496,-0.208502185,-0.732710525,0.226368278,-0.493548638
0,-1.296287058,-0.31559471,0.848692527,-0.739084236,0.4632223,0.238234399,0.238234399,0.580412641,-0.618758655,-1.060356673,-0.598932688
1,-1.296287058,-1.010801047,0.739487708,-0.739084236,0.4632223,0.624471722,0.624471722,-1.378154166,-1.188518005,0.798246035,-1.547389145
1,0.351732823,1.909065569,0.957897345,0.719634651,0.4632223,0.495725948,0.495725948,0.275136904,1.660278747,0.512307157,-0.80970079
1,-0.579756675,0.553413211,0.493776867,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.681851081,0.748663786,0.798246035,-1.231236993
0,-0.758889271,0.953156855,-0.330719512,2.178353538,-2.158790717,-1.757325101,-1.757325101,0.321442774,0.520760046,1.084184913,1.614132377
0,1.032436687,1.596222717,0.826851563,0.719634651,-2.158790717,-1.757325101,-1.757325101,1.34874708,0.976567527,0.798246035,0.665675921
1,0.315906304,0.987917172,-0.243355658,2.178353538,0.4632223,1.315192801,1.315192801,0.086483359,0.178904436,0.512307157,0.876444022
0,1.256352431,0.596863607,0.193463616,-0.739084236,0.4632223,1.265303813,1.265303813,1.264710501,1.090519397,0.655276596,1.614132377
1,-0.812629049,-0.176553443,-0.461765294,-0.739084236,0.4632223,0.527912391,0.527912391,-1.534222099,-0.504806784,-0.202540039,-1.336621044
1,0.495038899,1.074817964,0.521078071,-0.739084236,0.4632223,1.182584653,1.182584653,-0.062724445,0.292856306,-0.774417795,1.087212124
1,0.043624758,-1.605202466,0.221856869,0.719634651,0.4632223,-0.003807656,-0.003807656,0.655874059,0.976567527,0.941215474,-0.388164587
1,-2.144479899,0.097184053,-0.9695677,0.719634651,-2.158790717,-1.757325101,-1.757325101,-1.252956813,-0.960614265,0.655276596,0.244139718
0,0.495038899,-1.184602632,-0.352560476,-0.739084236,0.4632223,-0.028913082,-0.028913082,-0.822483723,-0.846662395,-0.774417795,-0.915084841
1,-0.042358888,-1.010801047,-0.243355658,-0.739084236,0.4632223,1.060598032,1.060598032,-1.517071777,-0.732710525,-1.203326112,0.244139718
0,1.596704363,0.814115588,0.990658791,0.719634651,-2.158790717,-1.757325101,-1.757325101,1.319591532,1.546326877,-0.0595706,2.03566858
0,0.853304091,-0.923900255,0.084258798,2.178353538,0.4632223,0.093395403,0.093395403,-0.059294381,0.178904436,0.655276596,-1.125852942
0,0.04720741,1.248619549,1.2855118,0.719634651,0.4632223,-0.051443593,-0.051443593,-0.12789567,-0.504806784,0.655276596,0.454907819
0,-0.553782449,-0.750098671,-0.243355658,-0.739084236,0.4632223,0.527912391,0.527912391,-0.831058885,0.406808176,-0.345509478,-0.80970079
1,-0.042358888,-0.750098671,-0.461765294,0.719634651,0.4632223,0.012929294,0.012929294,-0.587524308,-0.162951174,0.512307157,0.349523768
1,0.04720741,-0.576297087,-0.680174931,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.438316504,-0.732710525,-1.346295551,-0.388164587
1,-0.848455569,-1.010801047,-0.985948423,-0.739084236,0.4632223,-1.11359623,-1.11359623,-0.999132043,-0.732710525,-0.774417795,0.349523768
1,-0.938021866,-1.010801047,-0.134150839,2.178353538,0.4632223,1.010709045,1.010709045,0.023027166,0.748663786,1.51309323,0.349523768
1,-1.654552249,-0.836999463,0.193463616,-0.739084236,0.4632223,0.538212053,0.538212053,-1.594248227,-1.188518005,0.512307157,-0.704316739
0,0.674171495,-0.506776453,-1.466449624,0.719634651,-2.158790717,-1.757325101,-1.757325101,-1.40387965,1.432375007,-1.48926499,-1.547389145
0,-0.042358888,-0.576297087,0.193463616,0.719634651,0.4632223,0.399166617,0.399166617,0.119068971,-0.504806784,-0.202540039,-1.336621044
1,1.30113558,-0.402495502,-0.352560476,0.719634651,0.4632223,0.399166617,0.399166617,0.083053294,-0.732710525,1.370123791,-0.282780536
0,1.569834474,2.030726678,1.831535892,-0.739084236,0.4632223,1.203827706,1.203827706,1.093207278,1.774230617,0.083398839,0.981828073
0,0.853304091,0.379611627,1.722331074,0.719634651,0.4632223,1.107268375,1.107268375,1.37961766,0.862615657,1.227154352,1.192596174
1,1.211569282,-1.445305008,-1.116994205,-0.739084236,0.4632223,0.946336157,0.946336157,-0.949396109,-0.048999304,-0.345509478,0.349523768
1,0.136773708,-1.5322058,0.193463616,-0.739084236,0.4632223,-1.757325101,-1.757325101,-1.201505846,-0.846662395,-1.203326112,0.033371616
0,-1.385853356,-0.993420889,2.377559984,-0.739084236,0.4632223,0.633483926,0.633483926,-1.43475023,-1.188518005,-0.488478917,0.981828073
1,-1.385853356,-0.750098671,-0.680174931,0.719634651,0.4632223,-0.180189367,-0.180189367,-0.530928244,-1.188518005,-1.346295551,-1.020468891
1,0.495038899,0.987917172,0.848692527,0.719634651,0.4632223,0.978522601,0.978522601,0.715900187,0.292856306,-0.631448356,1.508748327
1,1.023480057,0.553413211,1.067102163,0.719634651,0.4632223,0.112707269,0.112707269,2.410352031,1.090519397,0.798246035,0.665675921
0,1.032436687,-0.663197879,1.121704573,0.719634651,0.4632223,0.495725948,0.495725948,1.122362826,-0.618758655,1.084184913,-0.388164587
0,1.419363093,-0.750098671,-1.44460866,-0.739084236,0.4632223,-1.757325101,-1.757325101,0.108778778,0.748663786,0.226368278,1.192596174
0,-0.988178993,0.553413211,0.739487708,-0.739084236,0.4632223,-1.274850312,-1.274850312,-0.630400114,-0.504806784,1.227154352,-0.388164587
0,0.584605197,-1.010801047,0.193463616,-0.739084236,0.4632223,0.753217496,0.753217496,0.669594317,0.634711916,2.227940425,1.297980225
1,-0.400624079,0.118909251,0.411873253,0.719634651,-2.158790717,-1.757325101,-1.757325101,-1.072878429,-1.188518005,-0.202540039,-1.547389145
1,0.731493926,-1.415758739,2.195187938,-0.739084236,0.4632223,0.592285278,0.592285278,0.71075509,1.318423137,0.941215474,1.403364276
0,-1.475419654,-0.141793126,-0.134150839,0.719634651,0.4632223,0.057668451,0.057668451,0.564977351,1.318423137,-0.345509478,-0.072012435
0,1.748967069,0.727214796,1.613126255,-0.739084236,0.4632223,0.109488625,0.109488625,0.835952443,1.204471267,-1.48926499,-1.547389145
0,1.274265691,0.640314004,-1.553813478,-0.739084236,0.4632223,1.203827706,1.203827706,0.892548507,-0.048999304,-2.633020502,1.297980225
1,2.035579223,0.336161231,-0.318706982,0.719634651,0.4632223,1.075081932,1.075081932,1.448218949,0.976567527,1.227154352,0.876444022
0,1.838533367,0.292710835,1.394716619,-0.739084236,0.4632223,0.88196327,0.88196327,1.676318236,0.862615657,0.941215474,1.614132377
1,1.211569282,-1.010801047,0.302668435,0.719634651,0.4632223,0.78540394,0.78540394,-1.585673066,-0.846662395,-1.632234429,-1.125852942
0,-0.400624079,-0.576297087,-0.352560476,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.429741343,-1.188518005,-0.488478917,-0.177396485
1,-0.311057781,-1.010801047,-1.44460866,0.719634651,-2.158790717,-1.757325101,-1.757325101,0.595847931,0.520760046,0.226368278,0.138755667
1,-0.848455569,-0.21131376,-0.396242403,0.719634651,0.4632223,0.173861512,0.173861512,0.151654583,0.748663786,-0.345509478,-0.704316739
0,-1.117154462,-0.402495502,-2.755066481,0.719634651,0.4632223,-0.469867359,-0.469867359,0.060757875,-0.960614265,0.083398839,-0.072012435
1,-1.296287058,-0.923900255,-0.898584568,-0.739084236,0.4632223,0.109488625,0.109488625,-1.323273135,-1.188518005,0.226368278,-1.020468891
1,-0.490190377,2.291429055,0.411873253,-0.739084236,0.4632223,-0.148002923,-0.148002923,-0.374860311,0.292856306,1.227154352,0.138755667
0,0.286349425,0.987917172,0.499237108,-0.739084236,0.4632223,-0.14993411,-0.14993411,0.992020376,1.318423137,-0.345509478,0.454907819
1,-0.436450598,1.49454879,0.490500722,-0.739084236,0.4632223,1.010709045,1.010709045,-0.326839409,-0.732710525,-0.0595706,-0.493548638
1,-1.000718275,-0.532846691,-0.385321921,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.951111141,-0.390854914,0.226368278,0.665675921
1,-0.989074656,0.112826195,-1.116994205,0.719634651,0.4632223,-0.469867359,-0.469867359,-0.153621154,-1.074566135,0.655276596,0.138755667
0,0.02929415,-0.941280414,0.54619518,-0.739084236,0.4632223,0.029988109,0.029988109,1.226979792,0.862615657,-0.774417795,-0.493548638
1,-0.848455569,0.032008458,-1.44460866,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.831058885,-0.846662395,0.226368278,-1.231236993
1,-0.758889271,-0.576297087,-0.461765294,-0.739084236,0.4632223,0.238234399,0.238234399,-0.831058885,-1.188518005,0.655276596,-1.547389145
1,0.405472602,-1.09770184,0.63028289,0.719634651,0.4632223,0.173861512,0.173861512,-0.849924239,-0.960614265,-1.203326112,0.771059971
1,1.498181435,0.066768775,-0.461765294,0.719634651,0.4632223,0.817590383,0.817590383,-1.532507067,0.178904436,-0.202540039,0.033371616
0,-1.314200317,-1.080321681,-1.857402874,2.178353538,-2.158790717,-1.757325101,-1.757325101,-0.743592241,-1.188518005,1.51309323,1.508748327
1,0.584605197,-1.09770184,1.176306982,0.719634651,0.4632223,0.978522601,0.978522601,-0.285678635,0.520760046,1.51309323,0.876444022
1,-0.579756675,-0.836999463,0.084258798,-0.739084236,0.4632223,0.302607286,0.302607286,0.137934326,-1.188518005,0.369337718,-0.493548638
1,1.204403978,1.031367568,-0.024946021,-0.739084236,0.4632223,0.454205436,0.454205436,-0.114175412,0.748663786,1.227154352,-0.493548638
0,-0.61737452,-0.350355027,-1.422767696,0.719634651,0.4632223,0.688844609,0.688844609,0.630148576,0.520760046,0.941215474,0.454907819
1,-0.102368307,-1.09770184,-0.49452674,2.178353538,-2.158790717,-1.757325101,-1.757325101,1.374472564,0.178904436,-0.488478917,1.719516428
1,1.30113558,2.030726678,1.940740711,-0.739084236,0.4632223,0.817590383,0.817590383,2.034759972,1.204471267,-0.631448356,0.665675921
0,0.692084755,0.57079337,0.127940725,-0.739084236,0.4632223,0.33479373,0.33479373,0.227116001,-0.960614265,-1.48926499,1.087212124
0,-1.296287058,0.032008458,0.521078071,0.719634651,0.4632223,0.753217496,0.753217496,-0.012988511,-0.732710525,-0.345509478,1.087212124
1,-2.431092052,-1.410544691,-3.028078527,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-1.179210427,-1.188518005,-1.632234429,-1.547389145
1,-2.46064893,-0.923900255,-0.352560476,-0.739084236,0.4632223,-0.212375811,-0.212375811,-1.546227325,-0.390854914,0.369337718,-0.704316739
1,0.584605197,-0.402495502,-0.024946021,0.719634651,0.4632223,-0.630799577,-0.630799577,-1.306122812,-0.504806784,-0.488478917,-1.547389145
1,0.808520942,2.699862778,1.488632762,-0.739084236,0.4632223,1.377634501,1.377634501,2.118796552,-0.048999304,0.083398839,1.824900479
1,1.001984145,0.6837644,-0.532748426,-0.739084236,0.4632223,0.057668451,0.057668451,0.830807347,1.546326877,0.083398839,-0.915084841
0,-1.654552249,-0.141793126,-0.570970113,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.656125597,-0.732710525,1.370123791,0.033371616
1,-0.400624079,0.249260439,-0.702015895,0.719634651,0.4632223,0.077302181,0.077302181,-0.867074561,-1.188518005,0.512307157,0.033371616
1,0.208426746,-1.184602632,-0.747881919,0.719634651,0.4632223,0.077302181,0.077302181,-0.947681076,-1.188518005,0.083398839,0.454907819
1,0.226340006,-1.184602632,-1.226199023,-0.739084236,0.4632223,0.688844609,0.688844609,-1.148339847,-1.188518005,-0.774417795,-0.598932688
1,0.405472602,0.987917172,-1.553813478,0.719634651,0.4632223,0.656658165,0.656658165,-0.151906121,0.064952566,0.655276596,-0.282780536
0,-0.400624079,0.727214796,0.193463616,0.719634651,0.4632223,0.560098835,0.560098835,0.515241416,-0.390854914,0.798246035,1.719516428
1,-0.938021866,-1.445305008,-0.461765294,-0.739084236,0.4632223,0.302607286,0.302607286,-1.75031616,0.406808176,-0.774417795,-0.915084841
1,0.04720741,-0.489396295,0.302668435,2.178353538,0.4632223,0.012929294,0.012929294,0.059042843,-0.618758655,0.369337718,1.087212124
1,-1.654552249,-0.489396295,-1.553813478,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.836203981,-0.504806784,0.941215474,0.56029187
1,1.157829504,0.414371944,1.364139269,0.719634651,0.4632223,0.856214115,0.856214115,2.504678803,2.571893708,0.941215474,1.508748327
1,1.420258756,0.987917172,-0.898584568,0.719634651,0.4632223,1.09310634,1.09310634,1.696898623,1.546326877,1.227154352,-1.125852942
0,-0.508103637,-1.619106593,-0.603731558,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.283963603,-0.390854914,0.369337718,-0.598932688
0,-1.843537138,-1.286276559,-0.898584568,2.178353538,0.4632223,0.53434968,0.53434968,0.657589091,0.634711916,0.798246035,-1.231236993
1,0.799564312,0.987917172,0.125756629,0.719634651,0.4632223,0.753217496,0.753217496,2.583570286,3.027701188,1.51309323,0.033371616
