Gender,Percent_SSC,Percent_HSC,Percent_Degree,Experience_Yrs,S-TEST,Percentile_ET,S-TEST*SCORE,Percent_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA,Stream_HSC_Arts,Stream_HSC_Commerce,Stream_HSC_Science,Board_SSC_CBSE,Board_SSC_ICSE,Board_SSC_Others,Board_HSC_CBSE,Board_HSC_ISC,Board_HSC_Others,Course_Degree_Arts,Course_Degree_Commerce,Course_Degree_Computer Applications,Course_Degree_Engineering,Course_Degree_Management,Course_Degree_Others,Course_Degree_Science,Specialization_MBA_Marketing & Finance,Specialization_MBA_Marketing & HR,Specialization_MBA_Marketing & IB
1,65,58,66,2,1,55,55,62,55,71,75,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,46,58,49,1,0,0,0,56.78,56,75,70,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,77.4,68.4,75.72,1,1,81.2,81.2,76.26,83,75,79,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,80.33,75,55,1,1,88.56,88.56,71.55,74,77,54,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,58.8,45,57.7,1,0,0,0,60,57,71,59,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,43.89,48.83,55,2,1,71.2,71.2,65.49,66,74,53,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,73.4,75,64.38,1,1,78,78,76.72,87,79,65,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,84.2,67.8,55,1,1,84,84,70.71,72,63,70,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,65.92,86,72,1,1,66,66,66.22,80,63,55,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,60,80,84,0,1,95.5,95.5,72.97,83,76,74,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,60.6,66.6,55.7,0,1,76.2,76.2,58.67,54,66,57,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,78.94,77.83,77,3,0,0,0,68.55,69,76,84,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,52,49,66,0,1,0,0,54.12,51,72,63,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,77.7,50,78.7,0,1,79,79,59.24,58,64,74,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,78,73,68,0,1,49,49,64.79,73,70,73,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,61.5,61.8,65.3,2,1,80.4,80.4,71,83,73,64,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,61,76,48,0,1,79,79,63.91,56,61,60,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,78.7,55,63,1,1,86,86,70.2,66,64,75,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,81,68,69,0,1,75,75,73.33,82,67,61,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,75,77,73,0,1,48,48,64.19,58,57,80,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,77.44,77.83,71,0,0,0,0,67.53,60,76,77,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,64,60,51,0,1,73,73,55.8,56,57,53,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,59,57,55,3,1,65,65,59.54,55,76,62,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,60,59.5,65.5,1,0,0,0,57.24,50,65,78,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,64.5,65,68,0,1,57.2,57.2,54.8,61,75,50,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,63.68,58.19,72.24,0,1,36.56,36.56,66.18,71,73,63,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,66,66.33,66.72,0,0,0,0,66.92,70,73,64,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,73.76,73.5,63.5,2,1,73.35,73.35,64.15,68,78,65,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,70,55,72,0,1,50,50,67.94,77,70,54,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,55,57,57,1,1,67,67,59.32,50,67,59,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1,74,85,60,0,1,58.89,58.89,60.36,64,67,63,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,59.2,68,60,1,1,79,79,58.44,52,64,63,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,46,41,43,1,1,64,64,58.85,52,73,67,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,62,66,60.33,1,1,64,64,61.26,53,56,80,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,73,74,56,0,1,96,96,61.41,69,68,70,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,81,87.9,58.5,0,1,86.04,86.04,59.42,50,67,58,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,70,55,62,0,1,89,89,60.5,50,79,70,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,56,47,61.17,0,1,46.92,46.92,62.4,60,66,56,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,84,77,80,0,0,0,0,66.61,70,77,83,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,59,74,59,1,0,0,0,63.83,50,59,77,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,76,50,75,1,0,0,0,66,60,66,75,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,75,60,69,1,1,80,80,66.39,60,71,68,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,82,72,66,0,1,26.53,26.53,60.39,72,56,62,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,76,73,59.6,0,1,58,58,55.47,58,59,58,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,44.4,60.6,61,0,1,63,63,56.98,52,62,54,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,68,67,69,0,1,87.5,87.5,60.69,61,71,57,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,67,76,60,0,1,48.38,48.38,50.83,54,57,51,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,55,50,57,0,1,49.7,49.7,59.71,64,74,54,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,51,56,62,1,1,60,60,58.79,61,65,82,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,56.5,61,60,1,0,0,0,59.5,52,69,67,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,81,72,65,1,1,62,62,62.36,68,75,79,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,68,79,64,0,0,0,0,62.89,52,61,69,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,66.5,58.8,57.8,0,1,60,60,63.42,74,69,51,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,61,50,62,2,0,0,0,61.22,52,61,80,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,75,68,68,0,1,60,60,61.87,61,67,65,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,68,69,40,0,1,74,74,62.8,55,59,82,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,66,50.66,52,1,1,56,56,61.3,71,60,66,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,60,63,65,0,1,53.7,53.7,55.01,50,64,60,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,47,63,57,2,1,64.25,64.25,58.54,54,62,52,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,69,54,64,0,1,74,74,57.99,50,66,60,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,58,59,48,0,1,79,79,54.01,54,78,54,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,73,77,76,1,1,97,97,70.48,66,62,78,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,50,64,50,0,1,13,13,57.76,50,76,50,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,74,65,53,1,1,58,58,54.43,50,70,54,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,68.3,86.33,80,0,1,80,80,74.56,71,74,77,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,80,80,64,1,0,0,0,69.08,70,74,73,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,58,78,63,0,0,0,0,60.29,54,62,53,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,51,52,50,0,1,55,55,57.9,66,69,77,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,77,82,75,0,1,60,60,66.63,64,77,62,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,67,63,55,0,1,89,89,60.22,66,63,61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,59,64,63,0,1,29,29,53.57,55,73,63,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,52,54,58,0,0,0,0,51.75,53,51,50,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,68,68,70,0,1,68,68,67.31,53,76,78,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,40,40,51,0,1,49,49,51.75,50,59,53,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,70,73,64,0,1,84,84,64.15,52,62,53,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,61,49,63,0,1,43.5,43.5,67.13,59,68,63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,57,62,52.8,1,1,67,67,62.79,63,66,74,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,79,65,65,0,1,44.56,44.56,64.75,64,67,66,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,45,55,54,1,1,70,70,53.2,53,62,53,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,61.28,70.83,63.79,0,1,60,60,57.29,54,67,69,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,62,53,68,0,1,72,72,61.01,53,72,63,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,52,58,50,2,1,80,80,56.63,51,70,67,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,54,59.2,49.2,0,0,0,0,52.32,52,64,50,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,68,50,50,0,1,84,84,52.64,50,62,56,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,62,88,52,0,1,55,55,58.8,50,65,74,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,85.8,85,88.8,0,1,96.16,96.16,77.3,88,80,63,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,65,68,55,1,1,67,67,55.42,56,75,52,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,66.3,83.5,70,0,1,65,65,60.95,52,76,62,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1,68,77,72.5,0,1,43.12,43.12,57.23,74,72,50,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,81,76,64,1,1,84,84,66.69,66,69,58,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,61,73,68,1,1,84,84,58.95,50,59,59,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,68,59,75,1,1,65,65,60.98,55,69,58,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,63,58,69,0,1,63,63,69.12,57,77,78,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,57,52,62,0,1,62,62,60.59,52,71,73,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,48,50,53,1,1,47.41,47.41,64.63,69,75,51,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,68,48,72,0,0,0,0,63.83,58,64,81,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,72.4,55.5,82,0,1,98,98,65.25,67,75,76,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,47,52,60,0,1,58,58,63.39,62,64,57,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,60,44,67,0,0,0,0,67.06,72,62,73,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,82,68.16,71,2,1,65,65,69.76,67,70,79,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,65,71,61,0,1,83,83,62.28,52,70,79,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,73,65,74,1,1,66,66,64.44,62,77,96,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,56,59,65,2,1,60,60,60.64,54,62,74,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1,49.3,49,54,0,1,64,64,56.45,58,66,69,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,70,68,68,0,0,0,0,63.36,66,70,65,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,67.2,69.29,56,0,1,0,0,61,58,63,67,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,44.6,60.58,68.11,0,1,57.6,57.6,56.66,54,63,62,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,52,62,66,1,1,50.48,50.48,77.89,82,80,68,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,81.2,70.4,62.89,0,1,61.6,61.6,62.48,60,77,62,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,61,53,65,0,1,46.47,46.47,59.14,54,69,57,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,66,80,64,0,0,0,0,62.95,65,71,54,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,63,48,64,0,1,73,73,68.07,66,70,75,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,53,55,42,0,0,0,0,52.56,50,73,50,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,87,87,76,1,0,0,0,73.87,77,74,69,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,59,50,59,0,1,89.69,89.69,57.1,55,63,59,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,64.6,63.4,76.3,1,1,60,60,63.7,71,69,70,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,52,57,47,1,1,83,83,57.61,50,74,74,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,86.4,60.66,67.25,0,1,72,72,63.23,63,69,69,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,44,72,59,0,1,41,41,58.75,50,58,57,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,80.32,76.83,76.3,0,1,47.31,47.31,71.15,74,79,66,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
